company_id,company_name,role,tagline,category,topic,pattern,difficulty,question_count,fit_strong,fit_borderline
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Indexing is 0-based (index 0 is even),medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Step 1: Calculate running total,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,OOP,Loop through the list:,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,"If the index is even (0, 2, 4, …) → ADD the element",medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,"If the index is odd (1, 3, 5, …) → SUBTRACT the element",medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Formula idea:,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,total = + element at even index,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,total = − element at odd index,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Step 2: Apply divisibility rules to the total,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,After calculating the total:,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,If total is divisible by 6,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,→ return total × 6,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Else if total is divisible by 2 only,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,→ return total × 2,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,Else if total is divisible by 3 only,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,→ return total × 3,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,→ return total,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,✅ Example 1,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,"my_list = [1, 2, 3]",medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,index 0 → +1 → total = 1,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,index 1 → −2 → total = -1,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,index 2 → +3 → total = 2,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,2 is divisible by 2 → return,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,2 × 2 = 4,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,✅ Example 2,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,"my_list = [80, 30, 31]",medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,+80 −30 +31 = 81,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,81 divisible by 3 → return,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,81 × 3 = 243,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,✅ What you must implement,hard,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,A function:,medium,12,7,5.5
altersquare,Altersquare,Campus / Placement,119 real questions from past Altersquare interviews,Technical,General,"calculateRunningTotal(n, my_list)",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,HTML/CSS,HTML,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,HTML/CSS,CSS,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,JS,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,SQL,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Are you comfortable working in a hybrid work model?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Are you currently located in Hyderabad?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Are you willing to work in rotational or night shifts if required?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Directions (North East West South),medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,Java,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,JavaScript,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,In coding they majorly focusing on code snippets and find the crt missing code,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Java,"Project related questions, sql ( important) , java questions",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Behavioral,Explain your project and your role in it.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Communication,Clarity,How does the frontend communicate with the backend in your project?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Behavioral,What challenges did you face while building the project and how did you solve them?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,What are different types of joins in SQL?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Difference between INNER JOIN and LEFT JOIN.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Write a query to find duplicate records in a table.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Difference between WHERE and HAVING clause.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,What is normalization?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,OOP,What is OOP? Explain the four pillars of OOP.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,What is the difference between abstraction and encapsulation?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,What is the difference between interface and abstract class?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,What is method overloading vs method overriding?,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,"What is JVM, JRE, and JDK?",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,About your self,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Behavioral,project explanation,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,complete javascriprt questions,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,java oops,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,"sql based questions(joins,order by)",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,c language based questions,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,HR,Introduction,Tell me about yourself,easy,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Difference between shift and unshift,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Check number is integer in js,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,How to extract character in js,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Indetail explaination about projects.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,"How many tables in your projects, what are they",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,OOP,What is oops and explain with realtime examples,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Difference between encapsulation and abstraction,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Explain about abstract class,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,Explain about exception and how you handle exception in java,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,"Difference between final, finally and finalize",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,Mysql,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Explain joins and types,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Querys on joins and subquery,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,how to displays duplicate rows,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Query to display name without duplicates,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Two codes they given. Guess the output,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Tell me about your self,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Explain about your projects,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,What are the challanges did you faced during projects,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Closures,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Differences between prefix variable keywords,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,And some general js questions,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,what is sql,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Why only use joins,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,5 sql queries,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,Why used PostgreSQL why not mogodb,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Questions on clauses and queries on aggregates,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,SQL,Some advanced questions in SQL,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,OOP,Oops all questions along with differences among them,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Real world examples of all of them even with types,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,Java,Some coding problems on Java,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,LOGICAL THINKING QUESTION AT LAST,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Imagine we have 8 balls and among them one of it is heavy and remaining are light weighted.you have a weighing machine where you can measure by keeping them on both sides .find the heavy ball in 2 iterations by measuring them.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Self intro,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Behavioral,Project related questions,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,"Final, finally, finalize",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Promises,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Self introduction,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Explain about projects,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,"Why ,what , how (questions related to projects)",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Logical questions: like if user clicks 5 times a order button how u prevent from multiple duplicate orders.,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Mainly asked 80% questions from projects,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Situational,Behavioral,"Almost all project based questions like authentication, Authorization",medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,OOP,Oops concepts with real world example,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,Can we define private for abstract methods,medium,12,7,5.5
amista,Amista,Campus / Placement,121 real questions from past Amista interviews,Technical,General,And can abstract methods will overriden,medium,12,7,5.5
